30	0.026910939
31	0.027823036
32	0.028273491
33	0.028434471
34	0.028325837
35	0.028048407
36	0.02788793
37	0.02794092
38	0.028826486
39	0.027980287
40	0.026406992
41	0.02507807
42	0.024023422
43	0.023114265
44	0.022298469
45	0.021622069
46	0.02113992
47	0.020840979
48	0.020703376
49	0.020247184
50	0.019317878
51	0.017914525
52	0.01689824
53	0.015966281
54	0.015221904
55	0.014681028
56	0.014131547
57	0.013797757
58	0.013454287
59	0.012978663
60	0.012344712
61	0.011601124
62	0.010870084
63	0.010303609
64	0.010224661
65	0.009828631
66	0.009499501
67	0.009197333
68	0.008978416
69	0.00870156
70	0.008354361
71	0.007823022
72	0.007369268
73	0.007011528
74	0.006676734
75	0.006417231
76	0.006179598
77	0.005961255
78	0.005795256
79	0.005717742
80	0.005534032
81	0.005287293
82	0.004940452
83	0.004630253
84	0.004445969
85	0.004268785
86	0.004158788
87	0.004006342
88	0.004054886
89	0.004172484
90	0.003994367
91	0.004101352
92	0.00363383
93	0.003705464
94	0.00620699
95	0.003208329
96	0.002853744
97	0.003251782
98	0.003155051
99	0.00301164
100	0.002868229
101	0.002724817
102	0.002581406
103	0.002437994
104	0.002294583
105	0.002151171
106	0.00200776
107	0.001864349
108	0.001720937
109	0.001577526
110	0.001434114
111	0.001362409
112	0.001290703
113	0.001218997
114	0.001147291
115	0.001075586
116	0.00100388
117	0.000932174
118	0.000860469
119	0.000788763
120	0.000717057
121	0.000645351
122	0.000573646
123	0.00050194
124	0.000430234
125	0.000358529
126	0.000351358
127	0.000344187
128	0.000337017
129	0.000329846
130	0.000322676
131	0.000315505
132	0.000308335
133	0.000301164
134	0.000293993
135	0.000286823
136	0.000286823
137	0.000286823
138	0.000286823
139	0.000286823
140	0.000286823
141	0.000286823
142	0.000286823
143	0.000286823
144	0.000286823
145	0.000286823
146	0.000286823
147	0.000286823
148	0.000286823
149	0.000286823
150	0.000286823
151	0.000286823
152	0.000286823
153	0.000286823
154	0.000286823
155	0.000286823
156	0.000286823
157	0.000286823
158	0.000286823
159	0.000286823
160	0.000286823
161	0.000286823
162	0.000286823
163	0.000286823
164	0.000286823
165	0.000286823
166	0.000286823
167	0.000286823
168	0.000286823
169	0.000286823
170	0.000286823
171	0.000286823
172	0.000286823
173	0.000286823
174	0.000286823
175	0.000286823
176	0.000286823
177	0.000286823
178	0.000286823
179	0.000286823
180	0.000286823
181	0.000286823
182	0.000286823
183	0.000286823
184	0.000286823
185	0.000286823
186	0.000286823
187	0.000286823
188	0.000286823
189	0.000286823
190	0.000286823
191	0.000286823
192	0.000286823
193	0.000286823
194	0.000286823
195	0.000286823
196	0.000286823
197	0.000286823
198	0.000286823
199	0.000286823
200	0.000286823
201	0.000286823
202	0.000286823
203	0.000286823
204	0.000286823
205	0.000286823
206	0.000286823
207	0.000286823
208	0.000286823
209	0.000286823
210	0.000286823
211	0.000286823
212	0.000286823
213	0.000286823
214	0.000286823
215	0.000286823
216	0.000286823
217	0.000286823
218	0.000286823
219	0.000286823
220	0.000286823
221	0.000286823
222	0.000286823
223	0.000286823
224	0.000286823
225	0.000286823
226	0.000286823
227	0.000286823
228	0.000286823
229	0.000286823
230	0.000286823
231	0.000286823
232	0.000286823
233	0.000286823
234	0.000286823
235	0.000286823
236	0.000286823
237	0.000286823
238	0.000286823
239	0.000286823
240	0.000286823
241	0.000286823
242	0.000286823
243	0.000286823
244	0.000286823
245	0.000286823
246	0.000286823
247	0.000286823
248	0.000286823
249	0.000286823
250	0.000286823
251	0.000286823
252	0.000286823
253	0.000286823
254	0.000286823
255	0.000286823
256	0.000286823
257	0.000286823
258	0.000286823
259	0.000286823
260	0.000286823
261	0.000286823
262	0.000286823
263	0.000286823
264	0.000286823
265	0.000286823
266	0.000286823
267	0.000286823
268	0.000286823
269	0.000286823
270	0.000286823
271	0.000286823
272	0.000286823
273	0.000286823
274	0.000286823
275	0.000286823
276	0.000286823
277	0.000286823
278	0.000286823
279	0.000286823
280	0.000286823
281	0.000286823
282	0.000286823
283	0.000286823
284	0.000286823
285	0.000286823
286	0.000286823
287	0.000286823
288	0.000286823
289	0.000286823
290	0.000286823
291	0.000286823
292	0.000286823
293	0.000286823
294	0.000286823
295	0.000286823
296	0.000286823
297	0.000286823
298	0.000286823
299	0.000286823
300	0.000286823
301	0.000286823
302	0.000286823
303	0.000286823
304	0.000286823
